45.735725,9.728621,307.0
45.735751,9.728686,307.1
45.735779,9.728743,307.3
45.735805,9.728804,307.4
45.735827,9.728874,307.6
45.73585,9.728945,307.8
45.735864,9.729021,308.0
45.735873,9.729103,308.2
45.735885,9.729182,308.4
45.735905,9.72926,308.6
45.735927,9.729332,308.7
45.735948,9.729402,308.9
45.735969,9.729472,309.1
45.735992,9.729544,309.3
45.736014,9.729615,309.5
45.736039,9.729685,309.7
45.736065,9.729754,309.9
45.736087,9.729823,310.1
45.73611,9.729891,310.3
45.736134,9.729958,310.5
45.736159,9.730025,310.7
45.736181,9.730094,310.9
45.736203,9.730161,311.1
45.736222,9.730227,311.2
45.736242,9.730296,311.4
45.736262,9.730365,311.5
45.736279,9.730431,311.7
45.736296,9.730498,311.8
45.736316,9.730566,311.9
45.736341,9.730638,312.1
45.736364,9.730707,312.2
45.736382,9.730778,312.3
45.736402,9.730853,312.3
45.736422,9.730929,312.4
45.736444,9.731002,312.4
45.736471,9.731081,312.5
45.7365,9.731162,312.5
45.73652,9.731247,312.5
45.73654,9.731327,312.5
45.73656,9.731401,312.6
45.736583,9.731477,312.6
45.736607,9.731557,312.6
45.736632,9.731636,312.6
45.736659,9.731714,312.6
45.736685,9.7318,312.6
45.73671,9.731887,312.6
45.736736,9.731971,312.6
45.736764,9.732052,312.6
45.736795,9.732133,312.6
45.736825,9.732213,312.5
45.736855,9.732294,312.5
45.736883,9.73238,312.5
45.736907,9.732469,312.5
45.736929,9.732559,312.5
45.736953,9.732647,312.4
45.736976,9.732736,312.4
45.737002,9.732822,312.3
45.737026,9.732912,312.3
45.737048,9.733005,312.2
45.737075,9.733099,312.2
45.737103,9.73319,312.1
45.737134,9.733282,312.0
45.737169,9.733375,311.9
45.737203,9.733471,311.8
45.737232,9.733569,311.7
45.737261,9.733666,311.6
45.737289,9.733765,311.5
45.737319,9.733863,311.4
45.737348,9.733958,311.2
45.737376,9.734054,311.1
45.737406,9.734148,310.9
45.737436,9.734245,310.8
45.737464,9.734344,310.5
45.737493,9.734443,310.2
45.73752,9.734543,309.9
45.737545,9.734645,309.6
45.737574,9.734751,309.3
45.737607,9.734863,309.0
45.73764,9.734977,308.6
45.737673,9.735085,308.3
45.737708,9.735192,308.0
45.737743,9.735298,307.6
45.737769,9.735407,307.4
45.737794,9.735522,307.1
45.737816,9.735637,306.8
45.737835,9.735754,306.5
45.73785,9.735872,306.3
45.737862,9.735989,306.0
45.737871,9.736106,305.7
45.737874,9.736221,305.4
45.737871,9.736339,305.1
45.737865,9.736456,304.8
45.737854,9.736572,304.6
45.737843,9.736689,304.4
45.73783,9.736803,304.3
45.737814,9.736917,304.0
45.737797,9.73703,303.7
45.737784,9.737143,303.5
45.737772,9.737256,303.2
45.737759,9.737367,303.0
45.737751,9.737481,302.8
45.737742,9.737592,302.6
45.737731,9.737705,302.4
45.737718,9.737816,302.3
45.737703,9.737928,302.2
45.737692,9.738042,302.1
45.73768,9.738154,302.0
45.737666,9.738262,301.9
45.737648,9.738359,301.9
45.737629,9.738453,301.8
45.737621,9.738549,301.7
45.737634,9.738641,301.6
45.737663,9.738728,301.6
45.737696,9.738814,301.6
45.737725,9.738901,301.7
45.737749,9.738989,301.8
45.737771,9.739077,301.8
45.737791,9.739166,301.8
45.737814,9.739253,301.8
45.73784,9.739335,301.8
45.737887,9.73951,301.9
45.737913,9.739599,302.0
45.737937,9.739686,302.0
45.737961,9.739772,302.1
45.737985,9.739858,302.1
45.738007,9.739944,302.2
45.73803,9.740031,302.3
45.738052,9.740118,302.3
45.738078,9.740203,302.4
45.738107,9.740289,302.5
45.73814,9.740371,302.6
45.738169,9.740458,302.7
45.73819,9.740547,302.7
45.738207,9.740638,302.8
45.738224,9.740728,302.9
45.738239,9.740813,303.0
45.73825,9.7409,303.0
45.738259,9.740988,303.0
45.738265,9.741077,303.0
45.738266,9.741164,303.0
45.73826,9.741255,303.0
45.738258,9.741346,303.0
45.738272,9.741435,303.0
45.738305,9.741514,303.1
45.738351,9.741578,303.2
45.7384,9.741638,303.3
45.738447,9.741706,303.4
45.738485,9.741784,303.6
