45.767801,9.745774,665.6
45.767832,9.74571,665.9
45.767866,9.745643,666.3
45.767901,9.745604,666.5
45.767952,9.745495,667.2
45.767982,9.745447,667.5
45.767996,9.745402,667.7
45.768032,9.745365,668.0
45.768097,9.745302,668.6
45.768143,9.745264,669.0
45.768181,9.745227,669.4
45.768223,9.745194,669.7
45.768259,9.745164,670.0
45.76829,9.745133,670.3
45.768316,9.745086,670.6
45.768323,9.745031,670.8
45.768287,9.744914,671.3
45.768252,9.744856,671.5
45.768219,9.744819,671.7
45.768181,9.744771,671.9
45.76813,9.744719,672.1
45.768094,9.744671,672.3
45.768066,9.744619,672.5
45.768044,9.744566,672.7
45.768025,9.744533,672.9
45.767982,9.744448,673.3
45.767958,9.744375,673.6
45.767943,9.744324,673.8
45.767926,9.744272,674.1
45.767907,9.744208,674.4
45.767886,9.744149,674.6
45.767866,9.744108,675.5
45.767843,9.744036,676.8
45.767832,9.743968,679.5
45.767819,9.743906,680.1
45.76779,9.743801,680.9
45.767784,9.74374,681.1
45.767775,9.743685,681.2
45.767773,9.743631,681.3
45.767788,9.743586,681.5
45.767827,9.74355,681.6
45.767869,9.74356,681.8
45.767881,9.743641,682.0
45.767862,9.743747,682.3
45.767864,9.743826,682.5
45.767873,9.743891,682.7
45.767891,9.743962,683.0
45.767925,9.744028,683.2
45.767953,9.74408,683.4
45.767977,9.744103,683.6
45.768019,9.744162,683.8
45.768053,9.744211,684.1
45.768094,9.744273,684.4
45.768148,9.744332,684.7
45.768182,9.74437,684.9
45.768215,9.744403,685.1
45.768238,9.744428,685.3
45.76828,9.744486,685.6
45.76833,9.744544,685.9
45.768366,9.74458,686.2
45.768401,9.744617,686.4
45.768438,9.744657,686.7
45.768472,9.744696,686.9
45.768501,9.744722,687.1
45.768563,9.744795,687.6
45.768595,9.744837,687.8
45.768628,9.744877,688.1
45.768654,9.744922,688.3
45.768677,9.744982,688.6
45.7687,9.74504,688.8
45.768724,9.745096,689.1
45.768747,9.745154,689.3
45.768756,9.745209,689.5
45.768735,9.745344,689.9
45.768678,9.74538,690.1
